Case_Reported_Date,Reporting_PHU_ID,Reporting_PHU,Number_of_Cases
2020-09-23,2236,Halton Region Health Department,11
2020-09-23,2237,Hamilton Public Health Services,4
2020-09-23,2241,"Kingston, Frontenac and Lennox & Addington Public Health",2
2020-09-23,2242,Lambton Public Health,1
2020-09-23,2244,Middlesex-London Health Unit,3
2020-09-23,2246,Niagara Region Public Health Department,5
2020-09-23,2251,Ottawa Public Health,67
2020-09-23,2253,Peel Public Health,61
2020-09-23,2255,Peterborough Public Health,1
2020-09-23,2257,Renfrew County and District Health Unit,1
2020-09-23,2258,Eastern Ontario Health Unit,1
2020-09-23,2260,Simcoe Muskoka District Health Unit,4
2020-09-23,2262,Thunder Bay District Health Unit,1
2020-09-23,2265,"Region of Waterloo, Public Health",13
2020-09-23,2268,Windsor-Essex County Health Unit,2
2020-09-23,2270,York Region Public Health Services,27
2020-09-23,3895,Toronto Public Health,173
2020-09-24,2227,Brant County Health Unit,3
2020-09-24,2230,Durham Region Health Department,4
2020-09-24,2234,Haldimand-Norfolk Health Unit,1
2020-09-24,2236,Halton Region Health Department,17
2020-09-24,2237,Hamilton Public Health Services,5
2020-09-24,2238,Hastings and Prince Edward Counties Health Unit,1
2020-09-24,2240,Chatham-Kent Health Unit,2
2020-09-24,2241,"Kingston, Frontenac and Lennox & Addington Public Health",2
2020-09-24,2243,"Leeds, Grenville and Lanark District Health Unit",4
2020-09-24,2244,Middlesex-London Health Unit,13
2020-09-24,2246,Niagara Region Public Health Department,7
2020-09-24,2249,Northwestern Health Unit,1
2020-09-24,2251,Ottawa Public Health,38
2020-09-24,2253,Peel Public Health,81
2020-09-24,2255,Peterborough Public Health,4
2020-09-24,2256,Porcupine Health Unit,1
2020-09-24,2258,Eastern Ontario Health Unit,9
2020-09-24,2260,Simcoe Muskoka District Health Unit,6
2020-09-24,2265,"Region of Waterloo, Public Health",7
2020-09-24,2266,Wellington-Dufferin-Guelph Public Health,8
2020-09-24,2268,Windsor-Essex County Health Unit,6
2020-09-24,2270,York Region Public Health Services,43
2020-09-24,3895,Toronto Public Health,161
2020-09-24,4913,Southwestern Public Health,1
2020-09-24,5183,Huron Perth District Health Unit,1
2020-09-25,2227,Brant County Health Unit,1
2020-09-25,2230,Durham Region Health Department,11
2020-09-25,2233,Grey Bruce Health Unit,4
2020-09-25,2234,Haldimand-Norfolk Health Unit,1
2020-09-25,2236,Halton Region Health Department,8
2020-09-25,2237,Hamilton Public Health Services,14
2020-09-25,2241,"Kingston, Frontenac and Lennox & Addington Public Health",4
2020-09-25,2243,"Leeds, Grenville and Lanark District Health Unit",1
2020-09-25,2244,Middlesex-London Health Unit,6
2020-09-25,2246,Niagara Region Public Health Department,10
2020-09-25,2249,Northwestern Health Unit,1
2020-09-25,2251,Ottawa Public Health,57
2020-09-25,2253,Peel Public Health,135
2020-09-25,2255,Peterborough Public Health,1
2020-09-25,2258,Eastern Ontario Health Unit,2
2020-09-25,2260,Simcoe Muskoka District Health Unit,8
2020-09-25,2261,Sudbury & District Health Unit,2
2020-09-25,2265,"Region of Waterloo, Public Health",6
2020-09-25,2266,Wellington-Dufferin-Guelph Public Health,5
2020-09-25,2268,Windsor-Essex County Health Unit,1
2020-09-25,2270,York Region Public Health Services,45
2020-09-25,3895,Toronto Public Health,192
2020-09-26,2227,Brant County Health Unit,1
2020-09-26,2230,Durham Region Health Department,17
2020-09-26,2233,Grey Bruce Health Unit,1
2020-09-26,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",3
2020-09-26,2236,Halton Region Health Department,11
2020-09-26,2237,Hamilton Public Health Services,19
2020-09-26,2241,"Kingston, Frontenac and Lennox & Addington Public Health",1
2020-09-26,2242,Lambton Public Health,1
2020-09-26,2244,Middlesex-London Health Unit,11
2020-09-26,2246,Niagara Region Public Health Department,23
2020-09-26,2251,Ottawa Public Health,76
2020-09-26,2253,Peel Public Health,108
2020-09-26,2255,Peterborough Public Health,2
2020-09-26,2258,Eastern Ontario Health Unit,8
2020-09-26,2260,Simcoe Muskoka District Health Unit,8
2020-09-26,2265,"Region of Waterloo, Public Health",9
2020-09-26,2266,Wellington-Dufferin-Guelph Public Health,2
2020-09-26,2268,Windsor-Essex County Health Unit,4
2020-09-26,2270,York Region Public Health Services,61
2020-09-26,3895,Toronto Public Health,257
2020-09-26,4913,Southwestern Public Health,1
2020-09-27,2230,Durham Region Health Department,11
2020-09-27,2233,Grey Bruce Health Unit,1
2020-09-27,2236,Halton Region Health Department,16
2020-09-27,2237,Hamilton Public Health Services,5
2020-09-27,2243,"Leeds, Grenville and Lanark District Health Unit",2
2020-09-27,2244,Middlesex-London Health Unit,7
2020-09-27,2246,Niagara Region Public Health Department,13
2020-09-27,2251,Ottawa Public Health,109
2020-09-27,2253,Peel Public Health,78
2020-09-27,2257,Renfrew County and District Health Unit,1
2020-09-27,2258,Eastern Ontario Health Unit,1
2020-09-27,2260,Simcoe Muskoka District Health Unit,10
2020-09-27,2261,Sudbury & District Health Unit,1
2020-09-27,2265,"Region of Waterloo, Public Health",13
2020-09-27,2266,Wellington-Dufferin-Guelph Public Health,2
2020-09-27,2268,Windsor-Essex County Health Unit,5
2020-09-27,2270,York Region Public Health Services,36
2020-09-27,3895,Toronto Public Health,247
2020-09-27,4913,Southwestern Public Health,2
2020-09-28,2230,Durham Region Health Department,22
2020-09-28,2236,Halton Region Health Department,20
2020-09-28,2237,Hamilton Public Health Services,9
2020-09-28,2238,Hastings and Prince Edward Counties Health Unit,1
2020-09-28,2241,"Kingston, Frontenac and Lennox & Addington Public Health",1
2020-09-28,2243,"Leeds, Grenville and Lanark District Health Unit",2
2020-09-28,2244,Middlesex-London Health Unit,1
2020-09-28,2246,Niagara Region Public Health Department,9
2020-09-28,2251,Ottawa Public Health,86
2020-09-28,2253,Peel Public Health,89
2020-09-28,2255,Peterborough Public Health,1
2020-09-28,2258,Eastern Ontario Health Unit,2
2020-09-28,2260,Simcoe Muskoka District Health Unit,10
2020-09-28,2265,"Region of Waterloo, Public Health",4
2020-09-28,2266,Wellington-Dufferin-Guelph Public Health,2
2020-09-28,2268,Windsor-Essex County Health Unit,6
2020-09-28,2270,York Region Public Health Services,52
2020-09-28,3895,Toronto Public Health,214
2020-09-28,5183,Huron Perth District Health Unit,1
2020-09-29,2227,Brant County Health Unit,6
2020-09-29,2230,Durham Region Health Department,16
2020-09-29,2236,Halton Region Health Department,10
2020-09-29,2237,Hamilton Public Health Services,10
2020-09-29,2238,Hastings and Prince Edward Counties Health Unit,2
2020-09-29,2241,"Kingston, Frontenac and Lennox & Addington Public Health",3
2020-09-29,2243,"Leeds, Grenville and Lanark District Health Unit",5
2020-09-29,2244,Middlesex-London Health Unit,9
2020-09-29,2246,Niagara Region Public Health Department,10
2020-09-29,2249,Northwestern Health Unit,2
2020-09-29,2251,Ottawa Public Health,58
2020-09-29,2253,Peel Public Health,121
2020-09-29,2255,Peterborough Public Health,1
2020-09-29,2256,Porcupine Health Unit,1
2020-09-29,2260,Simcoe Muskoka District Health Unit,11
2020-09-29,2261,Sudbury & District Health Unit,2
2020-09-29,2265,"Region of Waterloo, Public Health",11
2020-09-29,2266,Wellington-Dufferin-Guelph Public Health,6
2020-09-29,2268,Windsor-Essex County Health Unit,3
2020-09-29,2270,York Region Public Health Services,38
2020-09-29,3895,Toronto Public Health,279
2020-09-29,4913,Southwestern Public Health,4
2020-09-30,2226,Algoma Public Health Unit,1
2020-09-30,2227,Brant County Health Unit,2
2020-09-30,2230,Durham Region Health Department,29
2020-09-30,2233,Grey Bruce Health Unit,4
2020-09-30,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",2
2020-09-30,2236,Halton Region Health Department,12
2020-09-30,2237,Hamilton Public Health Services,9
2020-09-30,2241,"Kingston, Frontenac and Lennox & Addington Public Health",3
2020-09-30,2244,Middlesex-London Health Unit,7
2020-09-30,2246,Niagara Region Public Health Department,10
2020-09-30,2249,Northwestern Health Unit,3
2020-09-30,2251,Ottawa Public Health,108
2020-09-30,2253,Peel Public Health,117
2020-09-30,2255,Peterborough Public Health,2
2020-09-30,2258,Eastern Ontario Health Unit,5
2020-09-30,2260,Simcoe Muskoka District Health Unit,13
2020-09-30,2262,Thunder Bay District Health Unit,1
2020-09-30,2265,"Region of Waterloo, Public Health",18
2020-09-30,2266,Wellington-Dufferin-Guelph Public Health,14
2020-09-30,2268,Windsor-Essex County Health Unit,3
2020-09-30,2270,York Region Public Health Services,42
2020-09-30,3895,Toronto Public Health,275
2020-09-30,4913,Southwestern Public Health,1
2020-10-01,2226,Algoma Public Health Unit,1
2020-10-01,2230,Durham Region Health Department,14
2020-10-01,2236,Halton Region Health Department,10
2020-10-01,2237,Hamilton Public Health Services,7
2020-10-01,2238,Hastings and Prince Edward Counties Health Unit,2
2020-10-01,2241,"Kingston, Frontenac and Lennox & Addington Public Health",5
2020-10-01,2242,Lambton Public Health,1
2020-10-01,2243,"Leeds, Grenville and Lanark District Health Unit",4
2020-10-01,2244,Middlesex-London Health Unit,2
2020-10-01,2246,Niagara Region Public Health Department,12
2020-10-01,2249,Northwestern Health Unit,9
2020-10-01,2251,Ottawa Public Health,105
2020-10-01,2253,Peel Public Health,89
2020-10-01,2255,Peterborough Public Health,2
2020-10-01,2256,Porcupine Health Unit,1
2020-10-01,2257,Renfrew County and District Health Unit,1
2020-10-01,2258,Eastern Ontario Health Unit,7
2020-10-01,2260,Simcoe Muskoka District Health Unit,12
2020-10-01,2265,"Region of Waterloo, Public Health",9
2020-10-01,2266,Wellington-Dufferin-Guelph Public Health,2
2020-10-01,2268,Windsor-Essex County Health Unit,1
2020-10-01,2270,York Region Public Health Services,44
2020-10-01,3895,Toronto Public Health,284
2020-10-02,2227,Brant County Health Unit,1
2020-10-02,2230,Durham Region Health Department,12
2020-10-02,2233,Grey Bruce Health Unit,3
2020-10-02,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",1
2020-10-02,2236,Halton Region Health Department,31
2020-10-02,2237,Hamilton Public Health Services,12
2020-10-02,2238,Hastings and Prince Edward Counties Health Unit,1
2020-10-02,2240,Chatham-Kent Health Unit,2
2020-10-02,2241,"Kingston, Frontenac and Lennox & Addington Public Health",1
2020-10-02,2243,"Leeds, Grenville and Lanark District Health Unit",3
2020-10-02,2244,Middlesex-London Health Unit,5
2020-10-02,2246,Niagara Region Public Health Department,10
2020-10-02,2249,Northwestern Health Unit,1
2020-10-02,2251,Ottawa Public Health,115
2020-10-02,2253,Peel Public Health,127
2020-10-02,2255,Peterborough Public Health,4
2020-10-02,2258,Eastern Ontario Health Unit,2
2020-10-02,2260,Simcoe Muskoka District Health Unit,10
2020-10-02,2265,"Region of Waterloo, Public Health",22
2020-10-02,2266,Wellington-Dufferin-Guelph Public Health,2
2020-10-02,2268,Windsor-Essex County Health Unit,6
2020-10-02,2270,York Region Public Health Services,35
2020-10-02,3895,Toronto Public Health,265
2020-10-02,4913,Southwestern Public Health,1
2020-10-02,5183,Huron Perth District Health Unit,1
2020-10-03,2227,Brant County Health Unit,2
2020-10-03,2230,Durham Region Health Department,13
2020-10-03,2233,Grey Bruce Health Unit,2
2020-10-03,2234,Haldimand-Norfolk Health Unit,1
2020-10-03,2236,Halton Region Health Department,13
2020-10-03,2237,Hamilton Public Health Services,5
2020-10-03,2238,Hastings and Prince Edward Counties Health Unit,1
2020-10-03,2240,Chatham-Kent Health Unit,1
2020-10-03,2241,"Kingston, Frontenac and Lennox & Addington Public Health",3
2020-10-03,2243,"Leeds, Grenville and Lanark District Health Unit",1
2020-10-03,2244,Middlesex-London Health Unit,8
2020-10-03,2246,Niagara Region Public Health Department,17
2020-10-03,2251,Ottawa Public Health,65
2020-10-03,2253,Peel Public Health,77
2020-10-03,2257,Renfrew County and District Health Unit,2
2020-10-03,2258,Eastern Ontario Health Unit,10
2020-10-03,2260,Simcoe Muskoka District Health Unit,3
2020-10-03,2265,"Region of Waterloo, Public Health",15
2020-10-03,2268,Windsor-Essex County Health Unit,2
2020-10-03,2270,York Region Public Health Services,55
2020-10-03,3895,Toronto Public Health,247
2020-10-03,5183,Huron Perth District Health Unit,2
2020-10-04,2227,Brant County Health Unit,4
2020-10-04,2230,Durham Region Health Department,12
2020-10-04,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",1
2020-10-04,2236,Halton Region Health Department,24
2020-10-04,2237,Hamilton Public Health Services,14
2020-10-04,2241,"Kingston, Frontenac and Lennox & Addington Public Health",4
2020-10-04,2244,Middlesex-London Health Unit,7
2020-10-04,2246,Niagara Region Public Health Department,13
2020-10-04,2251,Ottawa Public Health,77
2020-10-04,2253,Peel Public Health,103
2020-10-04,2257,Renfrew County and District Health Unit,2
2020-10-04,2258,Eastern Ontario Health Unit,14
2020-10-04,2260,Simcoe Muskoka District Health Unit,11
2020-10-04,2265,"Region of Waterloo, Public Health",15
2020-10-04,2266,Wellington-Dufferin-Guelph Public Health,6
2020-10-04,2268,Windsor-Essex County Health Unit,5
2020-10-04,2270,York Region Public Health Services,50
2020-10-04,3895,Toronto Public Health,224
2020-10-04,5183,Huron Perth District Health Unit,1
2020-10-05,2226,Algoma Public Health Unit,1
2020-10-05,2227,Brant County Health Unit,1
2020-10-05,2230,Durham Region Health Department,13
2020-10-05,2233,Grey Bruce Health Unit,1
2020-10-05,2234,Haldimand-Norfolk Health Unit,2
2020-10-05,2235,"Haliburton, Kawartha, Pine Ridge District Health Unit",1
2020-10-05,2236,Halton Region Health Department,26
2020-10-05,2237,Hamilton Public Health Services,22
2020-10-05,2241,"Kingston, Frontenac and Lennox & Addington Public Health",4
2020-10-05,2243,"Leeds, Grenville and Lanark District Health Unit",3
2020-10-05,2244,Middlesex-London Health Unit,8
2020-10-05,2246,Niagara Region Public Health Department,10
2020-10-05,2251,Ottawa Public Health,82
2020-10-05,2253,Peel Public Health,81
2020-10-05,2255,Peterborough Public Health,2
2020-10-05,2256,Porcupine Health Unit,1
2020-10-05,2258,Eastern Ontario Health Unit,8
2020-10-05,2260,Simcoe Muskoka District Health Unit,24
2020-10-05,2265,"Region of Waterloo, Public Health",17
2020-10-05,2266,Wellington-Dufferin-Guelph Public Health,9
2020-10-05,2268,Windsor-Essex County Health Unit,15
2020-10-05,2270,York Region Public Health Services,66
2020-10-05,3895,Toronto Public Health,179
2020-10-05,5183,Huron Perth District Health Unit,1
2020-10-06,2226,Algoma Public Health Unit,2
2020-10-06,2227,Brant County Health Unit,1
2020-10-06,2230,Durham Region Health Department,13
2020-10-06,2234,Haldimand-Norfolk Health Unit,1
2020-10-06,2236,Halton Region Health Department,29
2020-10-06,2237,Hamilton Public Health Services,18
2020-10-06,2241,"Kingston, Frontenac and Lennox & Addington Public Health",1
2020-10-06,2243,"Leeds, Grenville and Lanark District Health Unit",1
2020-10-06,2244,Middlesex-London Health Unit,15
2020-10-06,2246,Niagara Region Public Health Department,9
2020-10-06,2251,Ottawa Public Health,139
2020-10-06,2253,Peel Public Health,137
2020-10-06,2257,Renfrew County and District Health Unit,5
2020-10-06,2258,Eastern Ontario Health Unit,3
2020-10-06,2260,Simcoe Muskoka District Health Unit,18
2020-10-06,2261,Sudbury & District Health Unit,1
2020-10-06,2265,"Region of Waterloo, Public Health",15
2020-10-06,2266,Wellington-Dufferin-Guelph Public Health,5
2020-10-06,2268,Windsor-Essex County Health Unit,3
2020-10-06,2270,York Region Public Health Services,71
2020-10-06,3895,Toronto Public Health,269
2020-10-06,4913,Southwestern Public Health,1
2020-10-06,5183,Huron Perth District Health Unit,1
2020-10-07,2227,Brant County Health Unit,4
2020-10-07,2230,Durham Region Health Department,32
2020-10-07,2234,Haldimand-Norfolk Health Unit,1
2020-10-07,2236,Halton Region Health Department,36
2020-10-07,2237,Hamilton Public Health Services,26
2020-10-07,2241,"Kingston, Frontenac and Lennox & Addington Public Health",1
2020-10-07,2243,"Leeds, Grenville and Lanark District Health Unit",1
2020-10-07,2244,Middlesex-London Health Unit,5
2020-10-07,2246,Niagara Region Public Health Department,5
2020-10-07,2251,Ottawa Public Health,173
2020-10-07,2253,Peel Public Health,133
2020-10-07,2258,Eastern Ontario Health Unit,4
2020-10-07,2260,Simcoe Muskoka District Health Unit,26
2020-10-07,2265,"Region of Waterloo, Public Health",12
2020-10-07,2266,Wellington-Dufferin-Guelph Public Health,6
2020-10-07,2268,Windsor-Essex County Health Unit,5
2020-10-07,2270,York Region Public Health Services,83
2020-10-07,3895,Toronto Public Health,326
2020-10-07,5183,Huron Perth District Health Unit,1
2020-10-08,2227,Brant County Health Unit,2
2020-10-08,2230,Durham Region Health Department,20
2020-10-08,2236,Halton Region Health Department,53
2020-10-08,2237,Hamilton Public Health Services,20
2020-10-08,2241,"Kingston, Frontenac and Lennox & Addington Public Health",1
2020-10-08,2244,Middlesex-London Health Unit,17
2020-10-08,2246,Niagara Region Public Health Department,12
2020-10-08,2247,North Bay Parry Sound District Health Unit,1
2020-10-08,2249,Northwestern Health Unit,1
2020-10-08,2251,Ottawa Public Health,85
